_id,Card Name,Mana Cost,Converted Mana Cost,Card Type,Card Text,Flavor Text,Set,Other Sets,Rarity,Card Number,Artist,Community Rating,Number of Voters,Image URL
601f0a14a21962abbfd20157,Adarkar Valkyrie,4 White White ,6,Snow Creature — Angel,"Flying, vigilance Tap : When target creature other than Adarkar Valkyrie dies this turn, return that card to the battlefield under your control. ","She doesn't escort the dead to the afterlife, but instead raises them to fight and die again.",Commander 2018,"Coldsnap (Rare) , Modern Masters (Rare) , Commander 2014 (Rare) , Commander 2018 (Rare) , ",Rare,60,Jeremy Jarvis,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=451015&type=card
601f0a15a21962abbfd20158,Adarkar Wastes,false,-1,Land,Tap 1 : Add to your mana pool. Tap White Blue : Add or to your mana pool. Adarkar Wastes deals 1 damage to you. ,false,Tenth Edition,"Fifth Edition (Rare) , Classic Sixth Edition (Rare) , Seventh Edition (Rare) , Ninth Edition (Rare) , Ice Age (Rare) , Tenth Edition (Rare) , ",Rare,347,John Avon,4.265,66,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=129458&type=card
601f0a17a21962abbfd20159,Adarkar Windform,4 Blue ,5,Snow Creature - Illusion,Flying 1 Snow Snow : Target creature loses flying until end of turn. ( can be paid with one mana from a snow permanent.) ,Terisiare has only two kinds of weather: cold and weird.,Coldsnap,false,Uncommon,26,Randy Gallegos,2.176,34,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=121268&type=card
601f0a18a21962abbfd2015a,Adder-Staff Boggart,1 Red ,2,Creature - Goblin Warrior,"When Adder-Staff Boggart comes into play, clash with an opponent. If you win, put a +1/+1 counter on Adder-Staff Boggart. (Each clashing player reveals the top card of his or her library, then puts that card on the top or bottom. A player wins if his or her card had a higher converted mana cost.) ",false,Lorwyn,false,Common,148,Jeff Miracola,2.872,47,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=145992&type=card
601f0a19a21962abbfd2015b,Addle,1 Black ,2,Sorcery,Choose a color. Target player reveals his or her hand and you choose a card of that color from it. That player discards that card. ,"""I'll wring out your tiny mind like a sponge.""",Vintage Masters,"Invasion (Uncommon) , Vintage Masters (Common) , ",Common,103,Ron Spears,0.5,1,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=382836&type=card
601f0a1aa21962abbfd2015c,"Adeliz, the Cinder Wind",1 Blue Red ,3,Legendary Creature — Human Wizard,"Flying, haste Whenever you cast an instant or sorcery spell, Wizards you control get +1/+1 until end of turn. ",The passionate intensity of the Ghitu tempered by the cool insight of Tolarian training.,Dominaria,false,Uncommon,190,Zezhou Chen,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=443078&type=card
601f0a1ca21962abbfd2015d,Adherent of Hope,1 White ,2,Creature — Human Soldier,"At the beginning of combat on your turn, if you control a Basri planeswalker, put a +1/+1 counter on Adherent of Hope. ","""Basri has shown me the way forward, and I will follow.""",Core Set 2021,false,Common,321,Dan Scott,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=488627&type=card
601f0a1da21962abbfd2015e,Admiral Beckett Brass,1 Blue Black Red ,4,Legendary Creature — Human Pirate,"Other Pirates you control get +1/+1. At the beginning of your end step, gain control of target nonland permanent controlled by a player who was dealt combat damage by three or more Pirates this turn. ","""You and your ship will make a fine addition to my fleet.""",Ixalan,false,Mythic Rare,217,Jason Rainville,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=435373&type=card
601f0a1ea21962abbfd2015f,"Admiral's Order",1 Blue Blue ,3,Instant,"Blue Raid — If you attacked with a creature this turn, you may pay rather than pay this spell's mana cost. Counter target spell. ","""Damn the cannons, mates. Charge!""",Rivals of Ixalan,false,Rare,31,Slawomir Maniak,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439688&type=card
601f0a20a21962abbfd20160,Admonition Angel,3 White White White ,6,Creature — Angel,"Flying <i>Landfall</i> — Whenever a land enters the battlefield under your control, you may exile target nonland permanent other than Admonition Angel. When Admonition Angel leaves the battlefield, return all cards exiled with it to the battlefield under their owners' control. ",false,Zendikar Rising Commander,"Worldwake (Mythic Rare) , Zendikar Rising Commander (Mythic Rare) , ",Mythic Rare,10,Steve Argyle,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=495948&type=card
601f0a21a21962abbfd20161,Adorable Kitten,White ,1,Host Creature — Cat," When this creature enters the battlefield, roll a six-sided die. You gain life equal to the result. ",false,Unsanctioned,"Unstable (Common) , Unsanctioned (Common) , ",Common,1,Andrea Radeck,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=479485&type=card
601f0a22a21962abbfd20162,Adorned Pouncer,1 White ,2,Creature — Cat,"Double strike 3 White White 3 White White Eternalize (, Exile this card from your graveyard: Create a token that's a copy of it, except it's a 4/4 black Zombie Cat with no mana cost. Eternalize only as a sorcery.) ",false,Hour of Devastation,false,Rare,2,Slawomir Maniak,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=430691&type=card
601f0a24a21962abbfd20163,"Adriana, Captain of the Guard",3 Red White ,5,Legendary Creature — Human Knight,"Melee <i>(Whenever this creature attacks, it gets +1/+1 until end of turn for each opponent you attacked with a creature this combat.)</i> Other creatures you control have melee. <i>(If a creature has multiple instances of melee, each triggers separately.)</i> ",false,Ikoria Commander,"Conspiracy: Take the Crown (Rare) , Ikoria Commander (Rare) , ",Rare,200,Chris Rallis,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=482828&type=card
601f0a25a21962abbfd20164,Adun Oakenshield,Black Red Green ,3,Legendary Creature - Human Knight,"Black Red Green Tap , : Return target creature card from your graveyard to your hand. ",""". . . And at his passing, the bodies of the world's great warriors shall rise from their graves and follow him to battle.""",Masters Edition,"Legends (Rare) , Masters Edition (Rare) , ",Rare,141,Jeff A. Menges,3.806,54,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=159294&type=card
601f0a26a21962abbfd20165,Advance Scout,1 White ,2,Creature - Soldier,First strike ooW Target creature gains first strike until end of turn. ,"""The soldier's path is worn smooth by the tread of many feet—all in one direction, none returning.""",Battle Royale Box Set,"Tempest (Common) , Battle Royale Box Set (Common) , ",Common,-1,Heather Hudson,3.645,38,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21186&type=card
601f0a28a21962abbfd20166,Advanced Hoverguard,3 Blue ,4,Creature - Drone,"Flying Blue : Advanced Hoverguard can't be the target of spells or abilities this turn. ","""They are like their vedalken masters: untouchable, aloof, and omnipresent.""",Fifth Dawn,false,Common,22,Scott M. Fischer,2.326,23,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=50144&type=card
601f0a29a21962abbfd20167,Advanced Stitchwing,3 Blue Blue ,5,Creature — Zombie Horror,"Flying 2 Blue , Discard two cards: Return Advanced Stitchwing from your graveyard to the battlefield tapped. ","""Improvement is a consequence of practice.""",Game Night,"Eldritch Moon (Uncommon) , Game Night (Uncommon) , ",Uncommon,18,Johann Bodin,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=456538&type=card
601f0a2aa21962abbfd20168,Advent of the Wurm,1 Green Green White ,4,Instant,Create a 5/5 green Wurm creature token with trample. ,"The consciousness of Mat'Selesnya does not always spread in peaceful ways.",Guild Kit: Selesnya,"Dragon's Maze (Rare) , Modern Masters 2017 Edition (Rare) , Guild Kit: Selesnya (Rare) , ",Rare,107,Lucas Graciano,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=456365&type=card
601f0a2ca21962abbfd20169,Adventure Awaits,1 Green ,2,Sorcery,"Look at the top five cards of your library. You may reveal a creature card from among them and put it into your hand. Put the rest on the bottom of your library in a random order. If you didn't put a card into your hand this way, draw a card. ","""Good, we're all here. Let's get started!""",Zendikar Rising,false,Common,177,Billy Christian,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=491822&type=card
601f0a2ea21962abbfd2016a,"Adventurers' Guildhouse",false,-1,Land,All your green legends gain bands with other legends. ,false,Legends,false,Uncommon,-1,Tom Wänerstrand,1.477,87,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1698&type=card
601f0a2fa21962abbfd2016b,Adventuring Gear,1 ,1,Artifact — Equipment,"Landfall — Whenever a land enters the battlefield under your control, equipped creature gets +2/+2 until end of turn. 1 1 Equip (: Attach to target creature you control. Equip only as a sorcery.) ","An explorer's essentials in a wild world.",Zendikar,false,Common,195,Howard Lyon,3.471,103,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=178135&type=card
601f0a31a21962abbfd2016c,Adventurous Impulse,Green ,1,Sorcery,Look at the top three cards of your library. You may reveal a creature or land card from among them and put it into your hand. Put the rest on the bottom of your library in any order. ,An adventure without a companion is hardly an adventure at all.,Ikoria: Lair of Behemoths,"Dominaria (Common) , Ikoria: Lair of Behemoths (Common) , ",Common,142,Victor Adame Minguez,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=479662&type=card
601f0a32a21962abbfd2016d,Adverse Conditions,3 Blue ,4,Instant,"1 Devoid (This card has no color.)Tap up to two target creatures. Those creatures don't untap during their controller's next untap step. Put a 1/1 colorless Eldrazi Scion creature token onto the battlefield. It has ""Sacrifice this creature: Add to your mana pool."" ",false,Battle for Zendikar,false,Uncommon,54,Jason Rainville,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401803&type=card
601f0a33a21962abbfd2016e,Advice from the Fae,Two or Blue Two or Blue Two or Blue ,6,Sorcery,"Two or Blue Blue ( can be paid with any two mana or with . This card's converted mana cost is 6.) Look at the top five cards of your library. If you control more creatures than any other player, put two of those cards into your hand. Otherwise, put one of them into your hand. Then put the rest on the bottom of your library in any order. ",false,Shadowmoor,false,Uncommon,28,Chippy,2.694,49,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=154408&type=card
601f0a35a21962abbfd2016f,Advocate of the Beast,2 Green ,3,Creature — Elf Shaman,"At the beginning of your end step, put a +1/+1 counter on target Beast creature you control. ","""I am neither their drover nor their leader. To these majestic beasts, I am simply their herdmate and nothing more.""",Magic 2014 Core Set,false,Common,164,Jesper Ejsing,3.397,39,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=370738&type=card
601f0a36a21962abbfd20170,"Aegar, the Freezing Flame",1 Blue Red ,3,Legendary Creature — Giant Wizard,"Whenever a creature or planeswalker an opponent controls is dealt excess damage, if a Giant, Wizard, or spell you controlled dealt damage to it this turn, draw a card. ",false,Kaldheim,false,Uncommon,200,Chris Rahn,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=503816&type=card
601f0a37a21962abbfd20171,Aegis Angel,4 White White ,6,Creature — Angel,"Flying When Aegis Angel enters the battlefield, another target permanent gains indestructible for as long as you control Aegis Angel. (Effects that say ""destroy"" don't destroy it. A creature with indestructible can't be destroyed by damage.) ",false,Archenemy: Nicol Bolas,"Magic 2012 (Rare) , Magic 2015 Core Set (Rare) , Magic Origins (Rare) , Welcome Deck 2016 (Rare) , Archenemy: Nicol Bolas (Rare) , ",Rare,1,Aleksi Briclot,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=430540&type=card
601f0a39a21962abbfd20172,Aegis Automaton,2 ,2,Artifact Creature — Construct,"4 White : Return another target creature you control to its owner's hand. ","The streets of Ghirapur have become dangerous. It's good to have a dependable companion.",Aether Revolt,false,Common,141,Kieran Yanner,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423808&type=card
601f0a3aa21962abbfd20173,Aegis of Honor,White ,1,Enchantment,"o1: The next time an instant or sorcery spell would deal damage to you this turn, that spell deals that damage to its controller instead. ",false,Odyssey,false,Rare,1,Ron Spears,3.99,51,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=29922&type=card
601f0a3ba21962abbfd20174,Aegis of the Gods,1 White ,2,Enchantment Creature — Human Soldier,"You have hexproof. (You can't be the target of spells or abilities your opponents control.) ","Athreos cares little for the other gods' conflict with mortals. He is concerned only with safe passage for the dead.",Journey into Nyx,false,Rare,1,Yefim Kligerman,4.4,85,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=380364&type=card
601f0a3ca21962abbfd20175,Aegis of the Heavens,1 White ,2,Instant,Target creature gets +1/+7 until end of turn. ,Inner strength is never seen until it makes all the difference.,Jumpstart,"Core Set 2019 (Uncommon) , Jumpstart (Uncommon) , ",Uncommon,79,Anthony Palumbo,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=489563&type=card
601f0a3ea21962abbfd20176,Aegis of the Meek,3 ,3,Artifact,"o1,ocT: Target 1/1 creature gets +1/+2 until end of turn. ","""With this marvel, even the weak have a fighting chance""",Ice Age,false,Rare,-1,L. A. Williams,1.641,39,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=2393&type=card
601f0a3fa21962abbfd20177,Aegis Turtle,Blue ,1,Creature — Turtle,false,"""The endurance of the ancient turtles in a land so harsh makes a strong case for patience, tranquility, and composure.""",Jumpstart,"Ikoria: Lair of Behemoths (Common) , Jumpstart (Common) , ",Common,138,Milivoj Ćeran,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=489295&type=card
601f0a40a21962abbfd20178,Aeolipile,2 ,2,Artifact,"1 Tap , , Sacrifice Aeolipile: Aeolipile deals 2 damage to target creature or player. ","""Although fragile, the aeolipile could be quite destructive.""",Masters Edition II,"Fallen Empires (Rare) , Masters Edition II (Common) , ",Common,202,Heather Hudson,3.433,52,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184464&type=card
601f0a42a21962abbfd20179,Aeon Chronicler,3 Blue Blue ,5,Creature — Avatar,"Aeon Chronicler's power and toughness are each equal to the number of cards in your hand. Variable Colorless 3 Blue Suspend X—. X can't be 0. Whenever a time counter is removed from Aeon Chronicler while it's exiled, draw a card. ",false,Commander 2016,"Planar Chaos (Rare) , Duel Decks: Jace vs. Vraska (Rare) , Commander 2016 (Rare) , ",Rare,82,Dan Dos Santos,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=420699&type=card
601f0a43a21962abbfd2017a,Aeon Engine,5 ,5,Artifact,"Aeon Engine enters the battlefield tapped. Tap , Exile Aeon Engine: Reverse the game's turn order. <i>(For example, if play had proceeded clockwise around the table, it now goes counterclockwise.)</i> ","""Paradox? Eh, we'll worry about that yesterday.""",Commander 2019,false,Rare,52,Ralph Horsley,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=470598&type=card
601f0a44a21962abbfd2017b,rathi Berserker,2 Red Red Red ,5,Summon - Berserker,Rampage: 3 ,Ærathi children who show promise are left to survive for a year in the wilderness. Those who return are shown the way of the Berserker,Legends,false,Uncommon,-1,Melissa Benson,2.344,48,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1557&type=card
601f0a46a21962abbfd2017c,Aerial Assault,2 White ,3,Sorcery,Destroy target tapped creature. You gain 1 life for each creature you control with flying. ,"""Oh, you must be mistaken. Hawks are solitary hunters, you see.""",Jumpstart,"Core Set 2020 (Common) , Jumpstart (Common) , ",Common,80,Dan Scott,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=489564&type=card
601f0a47a21962abbfd2017d,Aerial Caravan,4 Blue Blue ,6,Creature - Soldier,"Flying o1oUoU: Remove the top card of your library from the game. Until end of turn, you may play that card as though it were in your hand. (Reveal the card as you remove it from the game.) ",Successful delivery is not guaranteed.,Mercadian Masques,false,Rare,58,DiTerlizzi,2.943,44,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19667&type=card
601f0a48a21962abbfd2017e,Aerial Engineer,2 White Blue ,4,Creature — Human Artificer,"As long as you control an artifact, Aerial Engineer gets +2/+0 and has flying. ","The best of their trade know every bolt of their rigs, stem to stern.",Core Set 2019,false,Uncommon,211,Zoltan Boros,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=447347&type=card
601f0a49a21962abbfd2017f,Aerial Formation,Blue ,1,Instant,2 Blue Strive — Aerial Formation costs more to cast for each target beyond the first. Any number of target creatures each get +1/+1 and gain flying until end of turn. ,false,Journey into Nyx,false,Common,30,Zack Stella,2.583,30,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=380365&type=card
601f0a4aa21962abbfd20180,Aerial Guide,2 Blue ,3,Creature — Drake,"Flying Whenever Aerial Guide attacks, another target attacking creature gains flying until end of turn. ","""Kefnet taught us to turn obstacles into advantages.""",Hour of Devastation,false,Common,29,Sidharth Chaturvedi,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=430718&type=card
601f0a4ba21962abbfd20181,Aerial Maneuver,1 White ,2,Instant,Target creature gets +1/+1 and gains flying and first strike until end of turn. ,"""When you put all of yourself into an attack, without fear or hesitation, in that instant you may attain greatness.""",Gatecrash,false,Common,1,Scott Chou,2.598,66,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=366294&type=card
601f0a4da21962abbfd20182,Aerial Modification,4 White ,5,Enchantment — Aura,"Enchant creature or Vehicle As long as enchanted permanent is a Vehicle, it's a creature in addition to its other types. Enchanted creature gets +2/+2 and has flying. ",false,Aether Revolt,false,Uncommon,1,Jung Park,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423668&type=card
601f0a4ea21962abbfd20183,Aerial Predation,2 Green ,3,Instant,Destroy target creature with flying. You gain 2 life. ,"In the towering trees of the Samok Stand and the predators that guard them, the might of the Ravnican wild has returned.",Iconic Masters,"Return to Ravnica (Common) , Iconic Masters (Common) , ",Common,154,BD,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=438720&type=card
601f0a4fa21962abbfd20184,Aerial Responder,1 White White ,3,Creature — Dwarf Soldier,"Flying, vigilance, lifelink ","Dwarves have an instinct for repair, an inherent understanding of how systems work, and a reputation for fearlessness. They're perfect candidates for the Fair's emergency response team.",Ikoria Commander,"Kaladesh (Uncommon) , Archenemy: Nicol Bolas (Uncommon) , Game Night (Uncommon) , Ikoria Commander (Uncommon) , ",Uncommon,72,Raoul Vitale,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=482700&type=card
601f0a51a21962abbfd20185,Aerial Toastmaster,3 White ,4,Artifact Creature — Cyborg Rigger,"Flying 3 White , Sacrifice another artifact: Aerial Toastmaster assembles a Contraption. (Put the top card of your Contraption deck face up onto one of your sprockets.) ",false,Unstable,false,Uncommon,2,Carl Critchlow,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439391&type=card
601f0a52a21962abbfd20186,Aerial Volley,Green ,1,Instant,"Aerial Volley deals 3 damage divided as you choose among one, two, or three target creatures with flying. ","Drakes can swerve to avoid a single arrow, but they can't dodge the whole sky.",Magic Origins,false,Common,168,Lake Hurwitz,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=398565&type=card
601f0a55a21962abbfd20187,Aerie Bowmasters,2 Green Green ,4,Creature — Hound Archer,Reach (This creature can block creatures with flying.) 5 Green 3 Megamorph (You may cast this card face down as a 2/2 creature for . Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.) ,false,Dragons of Tarkir,false,Common,170,Matt Stewart,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=394486&type=card
601f0a57a21962abbfd20188,Aerie Mystics,4 White ,5,Creature — Bird Wizard,"Flying 1 Green Blue : Creatures you control gain shroud until end of turn. (They can't be the targets of spells or abilities.) ",They are cautious with their body language and facial expressions. Any stray movement could betray the positions of the troops they protect and cost many lives.,Commander Anthology,"Conflux (Uncommon) , Commander 2013 Edition (Uncommon) , Commander Anthology (Uncommon) , ",Uncommon,1,Mark Zug,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=430220&type=card
601f0a58a21962abbfd20189,Aerie Ouphes,4 Green ,5,Creature - Ouphe,"Sacrifice Aerie Ouphes: Aerie Ouphes deals damage equal to its power to target creature with flying. Persist (When this creature is put into a graveyard from play, if it had no -1/-1 counters on it, return it to play under its owner's control with a -1/-1 counter on it.) ",false,Eventide,false,Common,65,Jesper Ejsing,2.779,43,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=153427&type=card
601f0a59a21962abbfd2018a,Aerie Worshippers,3 Blue ,4,Creature — Human Cleric,"2 Blue Inspired — Whenever Aerie Worshippers becomes untapped, you may pay . If you do, put a 2/2 blue Bird enchantment creature token with flying onto the battlefield. ",They can conjure stars from a clear sky.,Born of the Gods,false,Uncommon,30,Mike Sass,3.662,34,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378402&type=card
601f0a5aa21962abbfd2018b,Aeromunculus,1 Green Blue ,3,Creature — Homunculus Mutant,"Flying 2 Green Blue : Adapt 1. (If this creature has no +1/+1 counters on it, put a +1/+1 counter on it.) ","""The absence of binocular vision imposes certain challenges for a flying creature, which are overcome via echolocation.""",Ravnica Allegiance,false,Common,152,Simon Dominic,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457296&type=card
601f0a5ca21962abbfd2018c,Aeronaut Admiral,3 White ,4,Creature — Human Pilot,Flying Vehicles you control have flying. ,The Consulate recruits its best pilots from the League of Aeronauts. Many go on to command entire fleets.,Aether Revolt,false,Uncommon,2,E. M. Gist,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423669&type=card
601f0a5da21962abbfd2018d,Aeronaut Tinkerer,2 Blue ,3,Creature — Human Artificer,"Aeronaut Tinkerer has flying as long as you control an artifact. (It can't be blocked except by creatures with flying or reach.) ","""All tinkerers have their heads in the clouds. I don't intend to stop there.""",Magic 2015 Core Set,false,Common,43,Willian Murai,3.083,6,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=383177&type=card
601f0a5ea21962abbfd2018e,"Aesi, Tyrant of Gyre Strait",4 Green Blue ,6,Legendary Creature — Serpent,"You may play an additional land on each of your turns. Whenever a land enters the battlefield under your control, you may draw a card. ","""To sail through those waters is to offer oneself as tribute.""",Commander Legends,false,Mythic Rare,365,Viktor Titov,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=500791&type=card
601f0a5fa21962abbfd2018f,Aesthetic Consultation,Black ,1,Instant,"Name an artist. Remove the top six cards of your library from the game, then reveal cards from the top of your library until you reveal a card by the named artist. Put that card in your hand, then remove all the other cards revealed this way from the game. ",false,Unhinged,false,Rare,48,"David ""Help Me"" Martin",3.76,25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74284&type=card
601f0a61a21962abbfd20190,Aesthir Glider,3 ,3,Artifact Creature — Bird Construct,"Flying Aesthir Glider can't block. ",An ancient device recovered from a thawing glacier high in the Karplusan mountains.,Dominaria,"Alliances (Common) , Masters Edition IV (Common) , Dominaria (Common) , ",Common,209,James Paick,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=443097&type=card
601f0a62a21962abbfd20191,Æther Adept,1 Blue Blue ,3,Creature — Human Wizard,"When Æther Adept enters the battlefield, return target creature to its owner's hand. ","""The universe is my instrument, and the song I play upon it is one you are forbidden to hear.""",Duel Decks: Jace vs. Vraska,"Magic 2011 (Common) , Magic 2012 (Common) , Duel Decks: Jace vs. Vraska (Common) , ",Common,12,Eric Deschamps,3.7,10,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=380241&type=card
601f0a64a21962abbfd20192,Æther Barrier,2 Blue ,3,Enchantment,"Whenever a player plays a creature spell, that player sacrifices a permanent unless he or she pays o1. ","""Creatures fade in and out of existence. It's an unfortunate side effect. The losses are tolerable.""",Nemesis,false,Rare,27,David Martin,3.833,39,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22289&type=card
601f0a65a21962abbfd20193,Æther Burst,1 Blue ,2,Instant,"Return up to X target creatures to their owners' hands, where X is one plus the number of Æther Burst cards in all graveyards as you play Æther Burst. ","As fleeting as a cephalid's promise.",Odyssey,false,Common,60,Adam Rex,3.985,34,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=29725&type=card
601f0a66a21962abbfd20194,Æther Charge,4 Red ,5,Enchantment,"Whenever a Beast comes into play under your control, you may have it deal 4 damage to target opponent. ","""Is it just me, or does that meteor have teeth?""",Onslaught,false,Uncommon,184,Mark Brill,4.255,51,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=12425&type=card
601f0a68a21962abbfd20195,Aether Chaser,1 Red ,2,Creature — Human Artificer,"First strike Energy Energy When Aether Chaser enters the battlefield, you get (two energy counters). Energy Energy Whenever Aether Chaser attacks, you may pay . If you do, create a 1/1 colorless Servo artifact creature token. ",false,Aether Revolt,false,Common,76,Jason Rainville,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423743&type=card
601f0a69a21962abbfd20196,Æther Figment,1 Blue ,2,Creature — Illusion,"3 3 Kicker (You may pay an additional as you cast this spell.) Æther Figment can't be blocked. If Æther Figment was kicked, it enters the battlefield with two +1/+1 counters on it. ",false,Duel Decks: Jace vs. Vraska,"Zendikar (Uncommon) , Duel Decks: Jace vs. Vraska (Uncommon) , ",Uncommon,5,Thomas M. Baxa,3.833,9,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=380263&type=card
601f0a6ba21962abbfd20197,Æther Flash,2 Red Red ,4,Enchantment,"Whenever any creature comes into play, Æther Flash deals 2 damage to that creature. ","""You can't get there from here. Well, you can—it just won't be fun.""",Weatherlight,"Classic Sixth Edition (Uncommon) , Seventh Edition (Uncommon) , Weatherlight (Uncommon) , ",Uncommon,-1,Ron Spencer,4.256,45,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4534&type=card
601f0a6ca21962abbfd20198,Aether Gale,3 Blue Blue ,5,Sorcery,"Return six target nonland permanents to their owners' hands. ","The militia formed up in the central plaza awaiting the onslaught, but the giants never quite made it.",Commander 2018,"Commander 2014 (Rare) , Explorers of Ixalan (Rare) , Commander 2018 (Rare) , ",Rare,80,Jack Wang,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=451035&type=card
601f0a6da21962abbfd20199,Aether Gust,1 Blue ,2,Instant,"Choose target spell or permanent that's red or green. Its owner puts it on the top or bottom of their library. ","The chill wind extinguishes flame, and frosts the leaf on the branch.",Core Set 2020,false,Uncommon,42,Tomasz Jedruszek,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=466796&type=card
601f0a6fa21962abbfd2019a,Aether Herder,3 Green ,4,Creature — Elf Artificer Druid,"Energy Energy When Aether Herder enters the battlefield, you get (two energy counters). Energy Energy Whenever Aether Herder attacks, you may pay . If you do, create a 1/1 colorless Servo artifact creature token. ",false,Aether Revolt,false,Common,102,Victor Adame Minguez,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423769&type=card
601f0a70a21962abbfd2019b,Aether Hub,false,-1,Land,"Energy When Aether Hub enters the battlefield, you get (an energy counter). Tap Colorless : Add to your mana pool. Tap Energy , Pay : Add one mana of any color to your mana pool. ",It powers the dreams of Ghirapur.,Kaladesh,false,Uncommon,242,Sam Burley,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=417815&type=card
601f0a71a21962abbfd2019c,Aether Inspector,3 White ,4,Creature — Dwarf Artificer,"Vigilance Energy Energy When Aether Inspector enters the battlefield, you get (two energy counters). Energy Energy Whenever Aether Inspector attacks, you may pay . If you do, create a 1/1 colorless Servo artifact creature token. ",false,Aether Revolt,false,Common,3,Sidharth Chaturvedi,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423670&type=card
